crn,courseDept,courseNum,hours,startTime,endTime,days,instructorFirstName,instructorLastName
58041,KIN,355,3,01:00 PM,02:50 PM,W,J,Kim
30519,KIN,360,3,ARRANGED,,,I,Rice
30514,KIN,361,3,08:30 AM,09:50 AM,TR,K,Richards
31962,KIN,364,3,10:30 AM,11:20 AM,F,J,O'Connor
61098,KIN,369,3,06:00 PM,08:20 PM,W,C,Kinder
10475,KIN,385,3,ARRANGED,,,,
48059,KIN,386,3,ARRANGED,,,,
39910,KIN,387,3,ARRANGED,,,K,Carlson
39909,KIN,387,3,12:00 PM,12:50 PM,W,K,Carlson
39912,KIN,387,3,ARRANGED,,,K,Carlson
39911,KIN,387,3,ARRANGED,,,K,Carlson
10477,KIN,391,2 OR 3,ARRANGED,,,,
10479,KIN,393,3,ARRANGED,,,,
40669,KIN,401,4,10:00 AM,11:20 AM,MW,S,Ren
30521,KIN,401,3,10:00 AM,11:20 AM,MW,S,Ren
74597,KIN,444,4,12:30 PM,03:20 PM,T,S,Aguinaga
74598,KIN,444,3,12:30 PM,03:20 PM,T,S,Aguinaga
45408,KIN,448,4,02:00 PM,03:20 PM,TR,N,Gothe
45407,KIN,448,3,02:00 PM,03:20 PM,TR,N,Gothe
68338,KIN,453,4,09:30 AM,10:50 AM,TR,N,Burd
68339,KIN,453,3,09:30 AM,10:50 AM,TR,N,Burd
40678,KIN,460,4,05:00 PM,07:50 PM,R,M,Wei
40677,KIN,460,3,05:00 PM,07:50 PM,R,M,Wei
61951,KIN,485,2 TO 8,ARRANGED,,,,
31983,KIN,494,4,03:00 PM,05:30 PM,MW,,
31981,KIN,494,3,03:00 PM,05:30 PM,MW,,
72435,KIN,494,4,06:00 PM,08:30 PM,T,J,O'Connor
72434,KIN,494,3,06:00 PM,08:30 PM,T,J,O'Connor
60766,KIN,540,4,02:00 PM,04:50 PM,T,S,Lara-Cinisomo
73238,KIN,557,4,03:00 PM,05:50 PM,R,J,Allen
56189,KIN,565,4,01:00 PM,02:40 PM,M,K,Carlson
10483,KIN,590,2 OR 4,ARRANGED,,,,
54955,KIN,591,1,12:00 PM,12:50 PM,F,A,Woods
10485,KIN,599,0 TO 16,ARRANGED,,,,
30541,KOR,201,5,10:00 AM,10:50 AM,MTWRF,J,Ha
42447,KOR,201,5,12:00 PM,12:50 PM,MTWRF,J,Ha
30543,KOR,203,5,10:00 AM,10:50 AM,MTWRF,J,Ha
67139,KOR,203,5,12:00 PM,12:50 PM,MTWRF,J,Ha
30546,KOR,221,4,12:00 PM,12:50 PM,MTWR,J,Ha
30547,KOR,241,4,10:00 AM,10:50 AM,MTWR,J,Ha
30548,KOR,305,5,12:00 PM,12:50 PM,MTWRF,J,Ha
43687,KOR,440,3,12:30 PM,01:50 PM,TR,J,Ha
30742,LA,101,2,12:30 PM,01:50 PM,T,D,Hays
75862,LA,101,2,12:30 PM,01:50 PM,T,D,Hays
10486,LA,199,1 TO 5,ARRANGED,,,,
65373,LA,199,2,11:00 AM,11:50 AM,F,,
30746,LA,233,5,02:00 PM,04:50 PM,MWF,S,Sears
73336,LA,241,3,02:00 PM,04:50 PM,TR,,
63136,LA,242,3,ARRANGED,,,J,Farr
63139,LA,242,3,ARRANGED,,,J,Farr
30753,LA,280,3,09:00 AM,10:20 AM,MWF,,
10487,LA,301,1 TO 6,ARRANGED,,,,
42932,LA,315,3,11:00 AM,12:20 PM,TR,P,Rhee
30754,LA,335,5,02:00 PM,04:50 PM,MWF,,
67398,LA,336,5,02:00 PM,04:50 PM,MWF,S,Sears
30756,LA,342,4,02:00 PM,04:50 PM,TR,,
30757,LA,345,0 TO 10,ARRANGED,,,,
30759,LA,346,2,05:00 PM,06:20 PM,W,A,Watkins
10488,LA,390,1 TO 6,ARRANGED,,,,
72283,LA,390,4,08:00 AM,08:50 AM,R,,
30761,LA,399,0 TO 15,ARRANGED,,,,
30763,LA,437,5,02:00 PM,04:50 PM,MWF,M,McGuire
52420,LA,452,3,09:00 AM,10:50 AM,MW,B,Moen
46904,LA,460,4,05:00 PM,07:50 PM,T,H,Silverman
46903,LA,460,3,05:00 PM,07:50 PM,T,H,Silverman
73377,LA,482,4,02:00 PM,04:50 PM,TR,C,O'Shea
30771,LA,501,2,12:30 PM,01:50 PM,TR,S,Sears
42933,LA,505,4,02:00 PM,04:50 PM,T,P,Rhee
43550,LA,515,4,11:00 AM,12:20 PM,TR,P,Rhee
67397,LA,537,5,02:00 PM,04:50 PM,MWF,B,Deal
30775,LA,537,5,02:00 PM,04:50 PM,MWF,J,Hu
36898,LA,563,4,06:30 PM,08:20 PM,TR,,
65295,LA,587,4,11:00 AM,12:20 PM,MW,D,Ruggles
31908,LA,587,4,09:00 AM,11:50 AM,F,L,Chason
73376,LA,589,4,09:30 AM,10:50 AM,TR,J,Hu
10489,LA,590,1 TO 8,ARRANGED,,,,
56379,LA,590,2,12:30 PM,01:50 PM,T,D,Hays
10490,LA,598,0 TO 8,ARRANGED,,,,
10491,LA,599,0 TO 16,ARRANGED,,,,
69342,LAS,100,2,07:00 AM,08:20 AM,T,N,Brown
75455,LAS,100,2,08:00 PM,09:20 PM,T,N,Brown
75909,LAS,100,2,07:00 AM,08:20 AM,R,N,Brown
75910,LAS,100,2,08:00 PM,09:20 PM,R,N,Brown
75911,LAS,100,2,09:00 PM,10:20 PM,R,N,Brown
69338,LAS,100,2,11:00 AM,12:20 PM,T,N,Brown
69340,LAS,100,2,06:00 PM,07:20 PM,T,N,Brown
69336,LAS,100,2,11:00 AM,12:20 PM,R,N,Brown
69341,LAS,100,2,ARRANGED,,,N,Brown
44096,LAS,101,1,09:30 AM,10:50 AM,T,A,Akinrinola
44101,LAS,101,1,03:00 PM,04:20 PM,W,A,Akinrinola
44077,LAS,101,1,09:30 AM,10:50 AM,R,A,Akinrinola
44123,LAS,101,1,11:00 AM,12:20 PM,R,A,Akinrinola
44124,LAS,101,1,11:00 AM,12:20 PM,T,A,Akinrinola
44131,LAS,101,1,11:00 AM,12:20 PM,R,A,Akinrinola
44098,LAS,101,1,11:00 AM,12:20 PM,T,A,Akinrinola
56603,LAS,101,1,11:00 AM,12:20 PM,T,A,Akinrinola
44120,LAS,101,1,11:00 AM,12:20 PM,R,A,Akinrinola
44079,LAS,101,1,12:30 PM,01:50 PM,R,A,Akinrinola
45395,LAS,101,1,03:00 PM,04:20 PM,W,A,Akinrinola
44082,LAS,101,1,05:00 PM,06:20 PM,R,A,Akinrinola
45396,LAS,101,1,03:00 PM,04:20 PM,W,A,Akinrinola
44085,LAS,101,1,04:00 PM,05:20 PM,W,A,Akinrinola
54257,LAS,101,1,12:30 PM,01:50 PM,T,A,Akinrinola
54258,LAS,101,1,12:30 PM,01:50 PM,T,A,Akinrinola
44125,LAS,101,1,12:30 PM,01:50 PM,R,A,Akinrinola
45397,LAS,101,1,04:00 PM,05:20 PM,W,A,Akinrinola
44115,LAS,101,1,12:30 PM,01:50 PM,T,A,Akinrinola
52003,LAS,101,1,04:00 PM,05:20 PM,W,A,Akinrinola
52004,LAS,101,1,04:00 PM,05:20 PM,W,A,Akinrinola
44065,LAS,101,1,12:30 PM,01:50 PM,R,A,Akinrinola
44078,LAS,101,1,09:30 AM,10:50 AM,R,A,Akinrinola
56600,LAS,101,1,12:30 PM,01:50 PM,T,A,Akinrinola
56601,LAS,101,1,12:30 PM,01:50 PM,R,A,Akinrinola
56602,LAS,101,1,04:00 PM,05:20 PM,W,A,Akinrinola
56604,LAS,101,1,05:00 PM,06:20 PM,W,A,Akinrinola
44121,LAS,101,1,02:00 PM,03:20 PM,T,A,Akinrinola
44080,LAS,101,1,02:00 PM,03:20 PM,T,A,Akinrinola
44081,LAS,101,1,02:00 PM,03:20 PM,T,A,Akinrinola
44119,LAS,101,1,03:30 PM,04:50 PM,T,A,Akinrinola
44074,LAS,101,1,05:00 PM,06:20 PM,W,A,Akinrinola
44067,LAS,101,1,02:00 PM,03:20 PM,R,A,Akinrinola
44107,LAS,101,1,05:00 PM,06:20 PM,T,A,Akinrinola
44068,LAS,101,1,02:00 PM,03:20 PM,R,A,Akinrinola
44069,LAS,101,1,02:00 PM,03:20 PM,R,A,Akinrinola
52007,LAS,101,1,05:00 PM,06:20 PM,W,A,Akinrinola
50164,LAS,101,1,05:00 PM,06:20 PM,W,A,Akinrinola
50165,LAS,101,1,05:00 PM,06:20 PM,W,A,Akinrinola
44095,LAS,101,1,09:00 AM,10:20 AM,F,A,Akinrinola
56598,LAS,101,1,03:30 PM,04:50 PM,T,A,Akinrinola
44083,LAS,101,1,09:00 AM,10:20 AM,F,A,Akinrinola
44084,LAS,101,1,03:30 PM,04:50 PM,R,A,Akinrinola
44086,LAS,101,1,09:00 AM,10:20 AM,F,A,Akinrinola
44110,LAS,101,1,05:00 PM,06:20 PM,T,A,Akinrinola
44087,LAS,101,1,09:00 AM,10:20 AM,F,A,Akinrinola
44127,LAS,101,1,03:30 PM,04:50 PM,T,A,Akinrinola
44075,LAS,101,1,10:30 AM,11:50 AM,F,A,Akinrinola
44076,LAS,101,1,03:30 PM,04:50 PM,T,A,Akinrinola
44126,LAS,101,1,03:30 PM,04:50 PM,R,A,Akinrinola
44070,LAS,101,1,03:30 PM,04:50 PM,R,A,Akinrinola
44071,LAS,101,1,03:30 PM,04:50 PM,R,A,Akinrinola
52008,LAS,101,1,03:30 PM,04:50 PM,R,A,Akinrinola
56597,LAS,101,1,03:30 PM,04:50 PM,R,A,Akinrinola
44097,LAS,101,1,03:30 PM,04:50 PM,T,A,Akinrinola
56599,LAS,101,1,09:30 AM,10:50 AM,R,A,Akinrinola
44088,LAS,101,1,10:30 AM,11:50 AM,F,A,Akinrinola
44089,LAS,101,1,10:30 AM,11:50 AM,F,A,Akinrinola
44090,LAS,101,1,10:30 AM,11:50 AM,F,A,Akinrinola
44073,LAS,101,1,03:30 PM,04:50 PM,T,A,Akinrinola
44117,LAS,101,1,12:00 PM,01:20 PM,F,A,Akinrinola
44129,LAS,101,1,03:30 PM,04:50 PM,T,A,Akinrinola
44072,LAS,101,1,05:00 PM,06:20 PM,T,A,Akinrinola
52009,LAS,101,1,03:30 PM,04:50 PM,R,A,Akinrinola
50169,LAS,101,1,05:00 PM,06:20 PM,R,A,Akinrinola
56596,LAS,101,1,12:00 PM,01:20 PM,F,A,Akinrinola
44118,LAS,101,1,03:00 PM,04:20 PM,W,A,Akinrinola
44099,LAS,101,1,05:00 PM,06:20 PM,R,A,Akinrinola
44100,LAS,101,1,05:00 PM,06:20 PM,R,A,Akinrinola
44091,LAS,101,1,12:00 PM,01:20 PM,F,A,Akinrinola
44104,LAS,101,1,05:00 PM,06:20 PM,T,A,Akinrinola
44105,LAS,101,1,05:00 PM,06:20 PM,T,A,Akinrinola
44106,LAS,101,1,05:00 PM,06:20 PM,T,A,Akinrinola
52005,LAS,101,1,03:30 PM,04:50 PM,T,A,Akinrinola
70186,LAS,101,1,05:00 PM,06:20 PM,R,A,Akinrinola
50170,LAS,101,1,12:00 PM,01:20 PM,F,A,Akinrinola
45399,LAS,101,1,05:00 PM,06:20 PM,R,A,Akinrinola
44093,LAS,101,1,09:30 AM,10:50 AM,T,A,Akinrinola
52006,LAS,101,1,03:30 PM,04:50 PM,R,A,Akinrinola
44103,LAS,101,1,03:30 PM,04:50 PM,T,M,Soranso
45398,LAS,101,1,03:00 PM,04:20 PM,W,M,Soranso
44066,LAS,101,1,03:30 PM,04:50 PM,R,M,Soranso
50166,LAS,101,1,02:00 PM,03:20 PM,T,M,Soranso
44064,LAS,101,1,02:00 PM,03:20 PM,R,M,Soranso
75372,LAS,101,1,03:30 PM,04:50 PM,T,M,Soranso
75373,LAS,101,1,03:30 PM,04:50 PM,R,M,Soranso
75376,LAS,101,1,03:00 PM,04:20 PM,W,M,Soranso
75377,LAS,101,1,05:00 PM,06:20 PM,T,M,Soranso
44094,LAS,101,1,09:30 AM,10:50 AM,T,A,Akinrinola
75379,LAS,101,1,05:00 PM,06:20 PM,R,M,Soranso
75380,LAS,101,1,ARRANGED,,,M,Soranso
67174,LAS,102,1,12:30 PM,01:50 PM,T,M,Soranso
67183,LAS,102,1,11:00 AM,12:20 PM,R,M,Soranso
67184,LAS,102,1,ARRANGED,,,M,Soranso
67175,LAS,102,1,11:00 AM,12:20 PM,T,M,Soranso
67176,LAS,102,1,02:00 PM,03:20 PM,T,M,Soranso
67177,LAS,102,1,09:30 AM,10:50 AM,T,M,Soranso
67178,LAS,102,1,03:00 PM,04:20 PM,W,M,Soranso
67179,LAS,102,1,02:00 PM,03:20 PM,W,M,Soranso
67180,LAS,102,1,12:30 PM,01:50 PM,R,M,Soranso
67181,LAS,102,1,02:00 PM,03:20 PM,R,M,Soranso
67182,LAS,102,1,09:30 AM,10:50 AM,R,M,Soranso
58821,LAS,122,1,10:00 AM,10:50 AM,T,A,Holden
58822,LAS,122,1,09:00 AM,09:50 AM,T,A,Holden
58823,LAS,122,1,01:00 PM,01:50 PM,W,A,Holden
58824,LAS,122,1,04:00 PM,04:50 PM,R,A,Holden
58825,LAS,122,1,03:00 PM,03:50 PM,W,A,Holden
58826,LAS,122,1,10:00 AM,10:50 AM,W,A,Holden
58827,LAS,122,1,12:00 PM,12:50 PM,T,A,Holden
58828,LAS,122,1,01:00 PM,01:50 PM,T,A,Holden
58829,LAS,122,1,10:00 AM,10:50 AM,T,A,Holden
58830,LAS,122,1,02:00 PM,02:50 PM,T,A,Holden
58831,LAS,122,1,11:00 AM,11:50 AM,T,A,Holden
58833,LAS,122,1,02:00 PM,02:50 PM,W,A,Holden
58835,LAS,122,1,04:00 PM,04:50 PM,T,A,Holden
58836,LAS,122,1,09:00 AM,09:50 AM,W,A,Holden
58837,LAS,122,1,11:00 AM,11:50 AM,W,A,Holden
58838,LAS,122,1,09:00 AM,09:50 AM,W,A,Holden
62403,LAS,122,1,11:00 AM,11:50 AM,W,A,Holden
65206,LAS,122,1,01:00 PM,01:50 PM,T,A,Holden
65218,LAS,122,1,03:00 PM,03:50 PM,T,A,Holden
10492,LAS,199,.5 to 5,ARRANGED,,,,
65123,LAS,199,1,09:30 AM,10:50 AM,R,K,Valentin
63436,LAS,199,1,11:00 AM,12:20 PM,T,K,Valentin
63437,LAS,199,1,12:30 PM,01:50 PM,T,K,Valentin
63439,LAS,199,1,03:00 PM,04:20 PM,W,K,Valentin
63441,LAS,199,1,04:00 PM,05:20 PM,W,K,Valentin
63443,LAS,199,1,12:30 PM,01:50 PM,R,K,Valentin
76191,LAS,199,.5 to 5,ARRANGED,,,K,Abney
75459,LAS,199,5,ARRANGED,,,N,Brown
68821,LAS,291,1,ARRANGED,,,K,Abney
68822,LAS,291,1,ARRANGED,,,K,Abney
68823,LAS,291,1,ARRANGED,,,K,Abney
68824,LAS,291,1,ARRANGED,,,K,Abney
68825,LAS,291,1,ARRANGED,,,K,Abney
68826,LAS,291,1,ARRANGED,,,K,Abney
68827,LAS,291,1,ARRANGED,,,K,Abney
68828,LAS,291,1,ARRANGED,,,K,Abney
68829,LAS,291,1,ARRANGED,,,K,Abney
68830,LAS,291,1,ARRANGED,,,K,Abney
68831,LAS,291,1,ARRANGED,,,K,Abney
68832,LAS,291,1,ARRANGED,,,K,Abney
68833,LAS,291,1,ARRANGED,,,K,Abney
68834,LAS,291,1,ARRANGED,,,K,Abney
68835,LAS,291,1,ARRANGED,,,K,Abney
68836,LAS,291,1,ARRANGED,,,K,Abney
68837,LAS,291,1,ARRANGED,,,K,Abney
68838,LAS,291,1,ARRANGED,,,K,Abney
68839,LAS,291,1,ARRANGED,,,K,Abney
68840,LAS,291,1,ARRANGED,,,K,Abney
68841,LAS,291,1,ARRANGED,,,K,Abney
68842,LAS,291,1,ARRANGED,,,K,Abney
68843,LAS,291,1,ARRANGED,,,K,Abney
68844,LAS,291,1,ARRANGED,,,K,Abney
68845,LAS,291,1,ARRANGED,,,K,Abney
68846,LAS,291,1,ARRANGED,,,K,Abney
68795,LAS,292,2,ARRANGED,,,K,Abney
68796,LAS,292,2,ARRANGED,,,K,Abney
68797,LAS,292,2,ARRANGED,,,K,Abney
68798,LAS,292,2,ARRANGED,,,K,Abney
68799,LAS,292,2,ARRANGED,,,K,Abney
68800,LAS,292,2,ARRANGED,,,K,Abney
68801,LAS,292,2,ARRANGED,,,K,Abney
68802,LAS,292,2,ARRANGED,,,K,Abney
68803,LAS,292,2,ARRANGED,,,K,Abney
68804,LAS,292,2,ARRANGED,,,K,Abney
68805,LAS,292,2,ARRANGED,,,K,Abney
68806,LAS,292,2,ARRANGED,,,K,Abney
68807,LAS,292,2,ARRANGED,,,K,Abney
30776,LAS,299,0 TO 18,ARRANGED,,,E,Hanauer
58324,LAS,399,2,09:00 AM,10:20 AM,M,M,Soranso
58325,LAS,399,2,11:00 AM,12:20 PM,M,M,Soranso
58326,LAS,399,2,01:00 PM,02:20 PM,M,M,Soranso
58327,LAS,399,2,03:00 PM,04:20 PM,M,M,Soranso
58328,LAS,399,2,08:30 AM,09:50 AM,F,A,Holden
75458,LAS,399,3,05:00 PM,06:50 PM,M,N,Brown
65956,LAS,399,2,ARRANGED,,,N,Brown
63580,LAS,399,2,05:00 PM,06:20 PM,M,M,Soranso
10493,LAS,494,2 OR 4,ARRANGED,,,,
33322,LAST,170,3,10:00 AM,10:50 AM,F,E,Moodie
33392,LAST,170,3,11:00 AM,11:50 AM,F,E,Moodie
33500,LAST,170,3,12:00 PM,12:50 PM,F,E,Moodie
34899,LAST,170,3,01:00 PM,01:50 PM,F,E,Moodie
34918,LAST,170,3,02:00 PM,02:50 PM,F,E,Moodie
45963,LAST,170,3,11:00 AM,11:50 AM,F,E,Moodie
35318,LAST,170,3,ARRANGED,,,,
73705,LAST,210,3,03:00 PM,04:20 PM,TR,C,Molina-Vital
70941,LAST,232,3,01:00 PM,01:50 PM,TR,A,Abbott
72408,LAST,232,3,03:00 PM,03:50 PM,MW,A,Abbott
70940,LAST,232,3,12:00 PM,12:50 PM,MW,A,Abbott
75950,LAST,308,3,09:00 AM,09:50 AM,MWF,A,van der Velde
10500,LAST,395,2 TO 4,ARRANGED,,,,
30777,LAST,445,4,08:00 AM,08:50 AM,MWF,C,Molina-Vital
67140,LAST,445,4,05:00 PM,06:20 PM,TR,C,Molina-Vital
10499,LAST,490,1 TO 5,ARRANGED,,,,
52161,LAST,550,4,12:00 PM,12:50 PM,F,A,Witmer
76085,LAST,590,0,12:00 PM,12:50 PM,F,A,Witmer
10502,LAST,599,4,ARRANGED,,,J,Karam
42529,LAT,101,4,11:00 AM,11:50 AM,MTRF,A,Traill
31929,LAT,101,4,12:00 PM,12:50 PM,MTRF,A,Traill
39442,LAT,102,4,11:00 AM,11:50 AM,MTRF,A,Traill
10504,LAT,199,1 TO 5,ARRANGED,,,,
66193,LAT,201,4,12:00 PM,12:50 PM,MTRF,A,Traill
66194,LAT,202,4,11:00 AM,11:50 AM,MTRF,A,Traill
67950,LAT,401,3,11:00 AM,12:20 PM,TR,A,Traill
59496,LAT,460,3 OR 4,09:30 AM,10:50 AM,TR,B,Walters
63310,LAT,460,3 OR 4,09:30 AM,10:50 AM,TR,B,Walters
50832,LAT,491,3 OR 4,11:00 AM,12:20 PM,TR,A,Traill
30786,LAT,491,3,11:00 AM,12:20 PM,TR,A,Traill
10506,LAT,492,2 OR 4,ARRANGED,,,,
10509,LAT,493,1 TO 4,ARRANGED,,,,
10510,LAT,599,0 TO 16,ARRANGED,,,,
52233,LAW,301,2 or 3,01:00 PM,01:50 PM,TR,J,Pahre
74742,LAW,301,2 or 3,01:00 PM,01:50 PM,TR,J,Pahre
74743,LAW,301,2 or 3,01:00 PM,01:50 PM,TR,J,Pahre
74744,LAW,301,2 or 3,01:00 PM,01:50 PM,TR,J,Pahre
74745,LAW,301,2 or 3,02:00 PM,02:50 PM,TR,J,Pahre
74746,LAW,301,2 or 3,02:00 PM,02:50 PM,TR,J,Pahre
74747,LAW,301,2 or 3,02:00 PM,02:50 PM,TR,J,Pahre
74748,LAW,301,2 or 3,02:00 PM,02:50 PM,TR,J,Pahre
54622,LAW,301,3,ARRANGED,,,J,Pahre
60669,LAW,500,2,ARRANGED,,,P,Healey
60360,LAW,500,2,ARRANGED,,,P,Healey
60663,LAW,500,2,ARRANGED,,,P,Healey
60656,LAW,500,2,ARRANGED,,,P,Healey
60657,LAW,500,2,ARRANGED,,,P,Healey
60666,LAW,500,2,ARRANGED,,,P,Healey
60668,LAW,500,2,ARRANGED,,,P,Healey
60658,LAW,500,2,ARRANGED,,,P,Healey
60665,LAW,500,2,ARRANGED,,,P,Healey
60659,LAW,500,2,ARRANGED,,,P,Healey
60655,LAW,500,2,ARRANGED,,,P,Healey
60660,LAW,500,2,ARRANGED,,,P,Healey
60661,LAW,500,2,ARRANGED,,,P,Healey
60662,LAW,500,2,ARRANGED,,,P,Healey
65113,LAW,501,4,09:00 AM,10:15 AM,MT,P,Keenan
70570,LAW,501,4,09:00 AM,10:15 AM,WR,E,Kordik
75948,LAW,501,4,01:30 PM,02:45 PM,WR,E,Kordik
57338,LAW,599,0 TO 16,ARRANGED,,,A,Aviram
69698,LAW,599,0 TO 16,ARRANGED,,,C,Murphy
59168,LAW,599,0 TO 16,ARRANGED,,,A,Leipold
64166,LAW,599,0 TO 16,ARRANGED,,,M,Etienne
56983,LAW,599,0 TO 16,ARRANGED,,,R,Lawless
59170,LAW,599,0 TO 16,ARRANGED,,,W,Davey
30836,LAW,600,0,ARRANGED,,,V,Winship
50573,LAW,601,4,01:30 PM,02:45 PM,WRF,R,Kar
54992,LAW,601,4,09:00 AM,10:15 AM,WRF,R,Kar
50576,LAW,601,4,06:00 PM,07:30 PM,MTW,R,Brubaker
50570,LAW,602,4,03:00 PM,04:15 PM,MTW,R,Ross
50574,LAW,602,4,04:30 PM,05:45 PM,MTW,R,Ross
46345,LAW,603,4,10:30 AM,11:45 AM,MTW,L,Wexler
50577,LAW,603,4,08:30 AM,09:45 AM,MTW,J,Robbennolt
54995,LAW,604,4,08:30 AM,10:20 AM,MT,M,Etienne
60631,LAW,604,4,01:30 PM,02:45 PM,MTW,A,Leipold
52173,LAW,605,3,10:30 AM,11:45 AM,MT,A,Leipold
52724,LAW,605,4,10:30 AM,11:45 AM,MT,A,Leipold
69537,LAW,607,4,10:30 AM,11:45 AM,WRF,S,Anderson
60721,LAW,609,3,10:00 AM,10:50 AM,F,A,Schulte
67369,LAW,609,3,01:30 PM,02:20 PM,MR,K,Sanderson
67390,LAW,627,1,03:00 PM,03:50 PM,R,B,Kaplan
45586,LAW,627,1,11:00 AM,11:50 AM,F,M,Braun
43953,LAW,629,3,03:00 PM,04:15 PM,MT,R,Lawless
48683,LAW,629,4,03:00 PM,04:15 PM,MT,R,Lawless
31955,LAW,633,3,03:00 PM,04:15 PM,WR,A,Aviram
54983,LAW,633,3,01:30 PM,02:45 PM,MT,N,Sharpe
42641,LAW,633,4,01:30 PM,02:45 PM,MT,N,Sharpe
31957,LAW,633,4,04:30 PM,05:45 PM,WR,A,Aviram
56475,LAW,634,3,10:30 AM,11:45 AM,WR,C,Williams
56815,LAW,634,4,10:30 AM,11:45 AM,WR,C,Williams
30842,LAW,643,3,10:30 AM,11:20 AM,MTW,P,Maggs
42642,LAW,643,4,10:30 AM,11:20 AM,MTW,P,Maggs
50131,LAW,644,3,09:00 AM,10:15 AM,MT,P,Heald
50584,LAW,644,4,09:00 AM,10:15 AM,MT,P,Heald
30843,LAW,645,3,01:30 PM,02:45 PM,TW,J,Sherkow
42643,LAW,645,4,01:30 PM,02:45 PM,TW,J,Sherkow
31958,LAW,647,4,10:30 AM,11:45 AM,MTW,R,Kaplan
42644,LAW,647,4,10:30 AM,11:45 AM,MTW,R,Kaplan
30848,LAW,656,3,03:00 PM,04:15 PM,MT,F,Boyle
48691,LAW,656,4,03:00 PM,04:15 PM,MT,F,Boyle
33260,LAW,662,3,01:30 PM,02:45 PM,WR,M,Finkin
50588,LAW,662,4,01:30 PM,02:45 PM,WR,M,Finkin
33189,LAW,665,3,02:00 PM,04:50 PM,R,J,Lamare
44132,LAW,667,3,04:30 PM,05:45 PM,TW,J,Pea
48682,LAW,667,4,04:30 PM,05:45 PM,TW,J,Pea
54962,LAW,673,2,05:00 PM,06:50 PM,M,B,Bonds
56881,LAW,673,3,05:00 PM,06:50 PM,M,B,Bonds
31969,LAW,680,3,09:00 AM,10:15 AM,WR,E,Kordik
31972,LAW,680,3,01:30 PM,02:45 PM,WR,E,Kordik
31960,LAW,682,3,09:00 AM,10:15 AM,WR,E,Johnson
42651,LAW,682,4,09:00 AM,10:15 AM,WR,E,Johnson
43944,LAW,684,4,10:30 AM,11:45 AM,MTW,J,Sharpe
50567,LAW,684,4,10:30 AM,11:45 AM,MTW,J,Sharpe
58571,LAW,692,1 TO 4,ARRANGED,,,R,Szajna
58572,LAW,692,1 TO 4,ARRANGED,,,R,Szajna
73955,LAW,692,1 TO 4,ARRANGED,,,R,Szajna
68780,LAW,692,2,04:30 PM,06:20 PM,M,,
69635,LAW,692,1 TO 4,ARRANGED,,,R,Szajna
70773,LAW,692,1 TO 4,ARRANGED,,,R,Szajna
33266,LAW,693,5,08:50 AM,10:20 AM,MT,L,Aronson
35814,LAW,693,4,03:00 PM,05:00 PM,W,,
33122,LAW,693,5,04:30 PM,05:45 PM,MW,Y,Curtis
38060,LAW,693,5,04:30 PM,05:45 PM,MW,Y,Curtis
52178,LAW,693,2,08:30 AM,10:20 AM,T,A,Bequette
56478,LAW,693,5,01:30 PM,02:45 PM,MW,M,Frydman
30855,LAW,694,2,03:00 PM,04:50 PM,R,C,Stahl
46043,LAW,694,2,ARRANGED,,,C,Stahl
57318,LAW,694,2,ARRANGED,,,C,Stahl
70607,LAW,694,1,ARRANGED,,,C,Stahl
33263,LAW,695,3,06:00 PM,08:30 PM,M,C,Stahl
35819,LAW,695,3,06:00 PM,08:30 PM,T,C,Stahl
35817,LAW,695,3,06:00 PM,08:30 PM,W,C,Stahl
33264,LAW,696,1 TO 2,ARRANGED,,,S,Thomas
60670,LAW,696,2,ARRANGED,,,A,Aviram
62631,LAW,696,2,ARRANGED,,,A,Bequette
60677,LAW,696,1,ARRANGED,,,A,Schulte
35821,LAW,696,1,ARRANGED,,,V,Winship
35822,LAW,696,1 TO 2,ARRANGED,,,V,Winship
38078,LAW,696,2,ARRANGED,,,C,Tabb
38077,LAW,696,1 TO 2,ARRANGED,,,S,Anderson
76044,LAW,696,1,ARRANGED,,,P,Heald
60872,LAW,696,2,ARRANGED,,,E,Johnson
59072,LAW,696,2,ARRANGED,,,E,Kordik
38082,LAW,696,1 TO 2,ARRANGED,,,P,Heald
59221,LAW,696,2,ARRANGED,,,H,Hurd
60676,LAW,696,1,ARRANGED,,,J,Pea
60671,LAW,696,2,ARRANGED,,,J,Robbennolt
69700,LAW,696,1,ARRANGED,,,K,Sanderson
60678,LAW,696,1,ARRANGED,,,K,Sanderson
59128,LAW,696,2,ARRANGED,,,L,Reynolds
60504,LAW,696,2,ARRANGED,,,L,Wexler
60392,LAW,696,1 TO 2,ARRANGED,,,M,Frydman
59073,LAW,696,2,ARRANGED,,,P,Heald
60673,LAW,696,1,ARRANGED,,,R,Alam
59211,LAW,696,2,ARRANGED,,,R,Brubaker
59129,LAW,696,2,ARRANGED,,,R,Kar
60843,LAW,696,2,ARRANGED,,,R,Ross
60672,LAW,696,1,ARRANGED,,,S,Anderson
60675,LAW,696,1,ARRANGED,,,S,Moritz
60858,LAW,696,1,ARRANGED,,,S,Anderson
58748,LAW,696,1,ARRANGED,,,S,Moritz
60873,LAW,696,2,ARRANGED,,,S,Thomas
58746,LAW,696,2,ARRANGED,,,V,Winship
65919,LAW,696,1 TO 2,ARRANGED,,,Y,Curtis
35796,LAW,697,1,ARRANGED,,,C,Stahl
